state,state_id,route,location,url,avg_stars,route_type,rating,pitches,length,x,y,region_1,region_2,region_3,x_diff,y_diff,region_crag_id,crag
Idaho,105708958,Rocket from the Crypt,East Idaho > Teton Dam (Lower Teton River Canyon) > Catacombs and the Crypt (BDB cluster),https://www.mountainproject.com/route/106988975/rocket-from-the-crypt,3.5,Boulder,V2,1,NA,-111.5529,43.9031,East Idaho,Teton Dam (Lower Teton River Canyon),Catacombs and the Crypt (BDB cluster),-0.009940000000000282,-0.002369999999999095,14,Idaho > East Idaho > 14
Idaho,105708958,Bauhaus,East Idaho > Teton Dam (Lower Teton River Canyon) > Gothic Boulder,https://www.mountainproject.com/route/117940774/bauhaus,2,Boulder,V2-3 PG13,1,NA,-111.54287,43.90502,East Idaho,Teton Dam (Lower Teton River Canyon),Gothic Boulder,0.010030000000000427,0.0019199999999983675,14,Idaho > East Idaho > 14
Idaho,105708958,Schmear campaign,East Idaho > Teton Dam (Lower Teton River Canyon) > I lichen rock,https://www.mountainproject.com/route/120483885/schmear-campaign,2,Boulder,V2,1,17,-111.5425,43.90577,East Idaho,Teton Dam (Lower Teton River Canyon),I lichen rock,3.6999999998954536e-4,7.499999999964757e-4,14,Idaho > East Idaho > 14
Idaho,105708958,Joel's Traverse,East Idaho > Teton Dam (Lower Teton River Canyon) > Lilly's Boulder,https://www.mountainproject.com/route/106989702/joels-traverse,3,Boulder,V2,1,NA,-111.5426,43.906,East Idaho,Teton Dam (Lower Teton River Canyon),Lilly's Boulder,-9.99999999891088e-5,2.3000000000195087e-4,14,Idaho > East Idaho > 14
Idaho,105708958,Lilly's Mantle,East Idaho > Teton Dam (Lower Teton River Canyon) > Lilly's Boulder,https://www.mountainproject.com/route/106989724/lillys-mantle,2.5,Boulder,V2,1,NA,-111.5426,43.906,East Idaho,Teton Dam (Lower Teton River Canyon),Lilly's Boulder,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Ufology,East Idaho > Teton Dam (Lower Teton River Canyon) > Mothership and Steak Boulders,https://www.mountainproject.com/route/106990203/ufology,2.5,Boulder,V2,1,NA,-111.5511,43.9034,East Idaho,Teton Dam (Lower Teton River Canyon),Mothership and Steak Boulders,-0.008500000000012164,-0.002600000000001046,14,Idaho > East Idaho > 14
Idaho,105708958,Chad's Traverse,East Idaho > Teton Dam (Lower Teton River Canyon) > Mothership and Steak Boulders,https://www.mountainproject.com/route/106990311/chads-traverse,2,Boulder,V2,1,NA,-111.5511,43.9034,East Idaho,Teton Dam (Lower Teton River Canyon),Mothership and Steak Boulders,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Driving Rocketships,East Idaho > Teton Dam (Lower Teton River Canyon) > Mothership and Steak Boulders,https://www.mountainproject.com/route/106992048/driving-rocketships,2.9,Boulder,V2,1,10,-111.5511,43.9034,East Idaho,Teton Dam (Lower Teton River Canyon),Mothership and Steak Boulders,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Chad Sr.,East Idaho > Teton Dam (Lower Teton River Canyon) > Mothership and Steak Boulders,https://www.mountainproject.com/route/106992062/chad-sr,2.5,Boulder,V2,1,10,-111.5511,43.9034,East Idaho,Teton Dam (Lower Teton River Canyon),Mothership and Steak Boulders,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Crop Circles,East Idaho > Teton Dam (Lower Teton River Canyon) > Mothership and Steak Boulders,https://www.mountainproject.com/route/106990216/crop-circles,2,Boulder,V2-3,1,12,-111.5511,43.9034,East Idaho,Teton Dam (Lower Teton River Canyon),Mothership and Steak Boulders,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Switcheroo,East Idaho > Teton Dam (Lower Teton River Canyon) > Power Box Boulders,https://www.mountainproject.com/route/106991516/switcheroo,2.9,Boulder,V2,1,NA,-111.5413,43.9074,East Idaho,Teton Dam (Lower Teton River Canyon),Power Box Boulders,0.009799999999998477,0.0040000000000048885,14,Idaho > East Idaho > 14
Idaho,105708958,Smith,East Idaho > Teton Dam (Lower Teton River Canyon) > Power Box Boulders,https://www.mountainproject.com/route/110480521/smith,2.7,Boulder,V2,1,NA,-111.5413,43.9074,East Idaho,Teton Dam (Lower Teton River Canyon),Power Box Boulders,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Tweedle-Dumb,East Idaho > Teton Dam (Lower Teton River Canyon) > Power Box Boulders,https://www.mountainproject.com/route/110480550/tweedle-dumb,2.3,Boulder,V2,1,NA,-111.5413,43.9074,East Idaho,Teton Dam (Lower Teton River Canyon),Power Box Boulders,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Chocolate Eruption,East Idaho > Teton Dam (Lower Teton River Canyon) > Slabtastic (BDB cluster),https://www.mountainproject.com/route/107557562/chocolate-eruption,2.3,Boulder,V2,1,15,-111.5537,43.9031,East Idaho,Teton Dam (Lower Teton River Canyon),Slabtastic (BDB cluster),-0.012399999999999523,-0.004300000000000637,14,Idaho > East Idaho > 14
Idaho,105708958,Ambidextrous Lat Spread,East Idaho > Teton Dam (Lower Teton River Canyon) > Slabtastic (BDB cluster),https://www.mountainproject.com/route/126492125/ambidextrous-lat-spread,2,Boulder,V2-3,1,8,-111.5537,43.9031,East Idaho,Teton Dam (Lower Teton River Canyon),Slabtastic (BDB cluster),0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Sipping on Sunshine,East Idaho > Teton Dam (Lower Teton River Canyon) > The Quarry,https://www.mountainproject.com/route/106994147/sipping-on-sunshine,2.3,Boulder,V2- PG13,1,NA,-111.5408,43.9064,East Idaho,Teton Dam (Lower Teton River Canyon),The Quarry,0.01290000000000191,0.003299999999995862,14,Idaho > East Idaho > 14
Idaho,105708958,Jack in the Crack,East Idaho > Teton Dam (Lower Teton River Canyon) > The Quarry,https://www.mountainproject.com/route/106988312/jack-in-the-crack,3.1,Boulder,V2 PG13,1,20,-111.5408,43.9064,East Idaho,Teton Dam (Lower Teton River Canyon),The Quarry,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Not Cho Cheese,East Idaho > Teton Dam (Lower Teton River Canyon) > The Quarry,https://www.mountainproject.com/route/106992866/not-cho-cheese,2.1,Boulder,V2,1,12,-111.5408,43.9064,East Idaho,Teton Dam (Lower Teton River Canyon),The Quarry,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Tootsie,East Idaho > Teton Dam (Lower Teton River Canyon) > The Quarry,https://www.mountainproject.com/route/121419394/tootsie,4,Boulder,V2 PG13,1,17,-111.5408,43.9064,East Idaho,Teton Dam (Lower Teton River Canyon),The Quarry,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,The Walrus and the Carpenter,East Idaho > Teton Dam (Lower Teton River Canyon) > Walrus,https://www.mountainproject.com/route/107036136/the-walrus-and-the-carpenter,2.5,Boulder,V2,1,10,-111.55277,43.9032,East Idaho,Teton Dam (Lower Teton River Canyon),Walrus,-0.011969999999990932,-0.0031999999999996476,14,Idaho > East Idaho > 14
Idaho,105708958,Snake Eyes Direct,East Idaho > Teton Dam (Lower Teton River Canyon) > Walrus,https://www.mountainproject.com/route/110284843/snake-eyes-direct,2.8,Boulder,V2-3,1,12,-111.55277,43.9032,East Idaho,Teton Dam (Lower Teton River Canyon),Walrus,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,In the Pooper,East Idaho > Teton Dam (Lower Teton River Canyon) > Walrus,https://www.mountainproject.com/route/110350258/in-the-pooper,2,Boulder,V2-3,1,10,-111.55277,43.9032,East Idaho,Teton Dam (Lower Teton River Canyon),Walrus,0,0,14,Idaho > East Idaho > 14
Idaho,105708958,Cure for the Hangover,East Idaho > The Playground,https://www.mountainproject.com/route/106998050/cure-for-the-hangover,2.9,Sport,5.9,1,60,-112.0439,43.2631,East Idaho,The Playground,-,-0.4911299999999983,-0.6400999999999968,15,Idaho > East Idaho > 15
Idaho,105708958,Anchored to the Sky,East Idaho > The Playground,https://www.mountainproject.com/route/106998080/anchored-to-the-sky,2.6,Sport,5.9+,1,50,-112.0439,43.2631,East Idaho,The Playground,-,0,0,15,Idaho > East Idaho > 15
Idaho,105708958,Bombs Away,East Idaho > Wolverine Canyon > RPM Wall,https://www.mountainproject.com/route/105981155/bombs-away,1.9,Sport,5.9,1,30,-111.94819,43.27999,East Idaho,Wolverine Canyon,RPM Wall,0.09570999999999685,0.01688999999999652,15,Idaho > East Idaho > 15
South Dakota,105708963,Banking on it,East Side SD > Dells Of The Sioux River > Community Cove,https://www.mountainproject.com/route/124900216/banking-on-it,3,Boulder,V1-2 PG13,1,10,-96.71396,43.80765,East Side SD,Dells Of The Sioux River,Community Cove,0,0,0,South Dakota > East Side SD > 00
South Dakota,105708963,JAB,East Side SD > Dells Of The Sioux River > Community Cove,https://www.mountainproject.com/route/124920657/jab,2,Boulder,V1-2 PG13,1,17,-96.71396,43.80765,East Side SD,Dells Of The Sioux River,Community Cove,0,0,0,South Dakota > East Side SD > 00
South Dakota,105708963,Camaraderie,East Side SD > Dells Of The Sioux River > Community Cove,https://www.mountainproject.com/route/123817928/camaraderie,3,Boulder,V2,1,NA,-96.71396,43.80765,East Side SD,Dells Of The Sioux River,Community Cove,0,0,0,South Dakota > East Side SD > 00
South Dakota,105708963,Chomper,East Side SD > Dells Of The Sioux River > Community Cove,https://www.mountainproject.com/route/124100316/chomper,2.2,Boulder,V2,1,15,-96.71396,43.80765,East Side SD,Dells Of The Sioux River,Community Cove,0,0,0,South Dakota > East Side SD > 00
South Dakota,105708963,Bird Shit Crazy,East Side SD > Dells Of The Sioux River > Overlook North,https://www.mountainproject.com/route/123806219/bird-shit-crazy,2.3,"Sport, TR",5.9,1,40,-96.71212,43.81334,East Side SD,Dells Of The Sioux River,Overlook North,0.001840000000001396,0.0056899999999942,0,South Dakota > East Side SD > 00
South Dakota,105708963,Homewrecker,East Side SD > Dells Of The Sioux River > Overlook North,https://www.mountainproject.com/route/123806266/homewrecker,3,Sport,5.9,1,45,-96.71212,43.81334,East Side SD,Dells Of The Sioux River,Overlook North,0,0,0,South Dakota > East Side SD > 00
South Dakota,105708963,Pucker Up,East Side SD > Dells Of The Sioux River > Overlook North,https://www.mountainproject.com/route/123806156/pucker-up,2,Sport,5.9+,1,35,-96.71212,43.81334,East Side SD,Dells Of The Sioux River,Overlook North,0,0,0,South Dakota > East Side SD > 00
South Dakota,105708963,Bum Crumbs (South),East Side SD > Dells Of The Sioux River > Wishing Well,https://www.mountainproject.com/route/123819783/bum-crumbs-south,2,Sport,5.9,1,40,-96.71325,43.80855,East Side SD,Dells Of The Sioux River,Wishing Well,-0.001130000000003406,-0.00478999999999985,0,South Dakota > East Side SD > 00
South Dakota,105708963,A Good Quickie (South),East Side SD > Dells Of The Sioux River > Wishing Well,https://www.mountainproject.com/route/123820735/a-good-quickie-south,2,Sport,5.9,1,40,-96.71325,43.80855,East Side SD,Dells Of The Sioux River,Wishing Well,0,0,0,South Dakota > East Side SD > 00
South Dakota,105708963,4-Play,East Side SD > Dells Of The Sioux River > Wishing Well,https://www.mountainproject.com/route/124389077/4-play,2.5,Sport,5.9,1,35,-96.71325,43.80855,East Side SD,Dells Of The Sioux River,Wishing Well,0,0,0,South Dakota > East Side SD > 00
South Dakota,105708963,Herbs Hump,East Side SD > Devils Gulch > Boulder Wall,https://www.mountainproject.com/route/106721644/herbs-hump,3.5,Boulder,V2,1,45,-96.49232,43.72266,East Side SD,Devils Gulch,Boulder Wall,0.22092999999999563,-0.08588999999999913,1,South Dakota > East Side SD > 01
South Dakota,105708963,Carry the Weight,East Side SD > Devils Gulch > Imagination Boulder,https://www.mountainproject.com/route/123478084/carry-the-weight,2,Boulder,V1-2,1,8,-96.49775,43.72239,East Side SD,Devils Gulch,Imagination Boulder,-0.005429999999989832,-2.7000000000043656e-4,1,South Dakota > East Side SD > 01
South Dakota,105708963,The Sun Is Shinning...The Ice Is Slippery,East Side SD > Palisades State Park > Balancing Rock,https://www.mountainproject.com/route/107054773/the-sun-is-shinningthe-ice-is-slippery,3,Boulder,V2-3,1,15,-96.52446,43.68633,East Side SD,Palisades State Park,Balancing Rock,-0.02671000000000845,-0.03605999999999909,1,South Dakota > East Side SD > 01
South Dakota,105708963,Hung Like A Horse,East Side SD > Palisades State Park > Palisades State Park Bouldering > A Taste of Fontainebleau,https://www.mountainproject.com/route/106867886/hung-like-a-horse,2.3,Boulder,V2,1,15,-96.51671,43.69034,East Side SD,Palisades State Park,Palisades State Park Bouldering,0.007750000000001478,0.004010000000000957,1,South Dakota > East Side SD > 01
South Dakota,105708963,Grenada,East Side SD > Palisades State Park > Palisades State Park Bouldering > Bridge Boulder,https://www.mountainproject.com/route/106754667/grenada,2.4,Boulder,V2,1,NA,-96.5181,43.688720000000004,East Side SD,Palisades State Park,Palisades State Park Bouldering,-0.0013900000000006685,-0.001619999999995514,1,South Dakota > East Side SD > 01
South Dakota,105708963,The Delicate Pinch,East Side SD > Palisades State Park > Palisades State Park Bouldering > Bridge Boulder,https://www.mountainproject.com/route/106926368/the-delicate-pinch,2.7,Boulder,V2 PG13,1,NA,-96.5181,43.688720000000004,East Side SD,Palisades State Park,Palisades State Park Bouldering,0,0,1,South Dakota > East Side SD > 01
South Dakota,105708963,Down and out,East Side SD > Palisades State Park > Palisades State Park Bouldering > Campground Bouldering Wall,https://www.mountainproject.com/route/109986367/down-and-out,2,Boulder,V2-,1,12,-96.5149,43.69206,East Side SD,Palisades State Park,Palisades State Park Bouldering,0.003200000000006753,0.0033399999999943475,1,South Dakota > East Side SD > 01
South Dakota,105708963,Erosion and Corrosion SDS,East Side SD > Palisades State Park > Palisades State Park Bouldering > Katrina Boulders,https://www.mountainproject.com/route/106860426/erosion-and-corrosion-sds,2,Boulder,V2,1,12,-96.51576,43.69065,East Side SD,Palisades State Park,Palisades State Park Bouldering,-8.600000000029695e-4,-0.0014099999999999113,1,South Dakota > East Side SD > 01
South Dakota,105708963,Madsen Slab,East Side SD > Palisades State Park > Palisades State Park Bouldering > Positron Bouldering,https://www.mountainproject.com/route/106860923/madsen-slab,2.5,Boulder,V2,1,20,-96.5249,43.68591,East Side SD,Palisades State Park,Palisades State Park Bouldering,-0.009140000000002146,-0.00473999999999819,1,South Dakota > East Side SD > 01
South Dakota,105708963,Lithium C.T.,East Side SD > Palisades State Park > Palisades State Park Bouldering > Positron Bouldering,https://www.mountainproject.com/route/106938751/lithium-ct,3,Boulder,V2 PG13,1,NA,-96.5249,43.68591,East Side SD,Palisades State Park,Palisades State Park Bouldering,0,0,1,South Dakota > East Side SD > 01
South Dakota,105708963,Cookie Monster's Carrots,East Side SD > Palisades State Park > Palisades State Park Bouldering > Sesame Street Bouldering,https://www.mountainproject.com/route/106944202/cookie-monsters-carrots,2,Boulder,V2 PG13,1,22,-96.51979,43.68792,East Side SD,Palisades State Park,Palisades State Park Bouldering,0.005110000000001946,0.002009999999998513,1,South Dakota > East Side SD > 01
South Dakota,105708963,War Pig,East Side SD > Palisades State Park > Palisades State Park Bouldering > The Pig Boulders,https://www.mountainproject.com/route/107429292/war-pig,2,Boulder,V2,1,15,-96.51799,43.689,East Side SD,Palisades State Park,Palisades State Park Bouldering,0.0018000000000029104,0.0010800000000017462,1,South Dakota > East Side SD > 01
South Dakota,105708963,Spider Climb,East Side SD > Palisades State Park > Palisades State Park Bouldering > The Playground Boulder,https://www.mountainproject.com/route/126721591/spider-climb,2,Boulder,V2,1,20,-96.5142,43.69052,East Side SD,Palisades State Park,Palisades State Park Bouldering,0.003789999999995075,0.0015199999999992997,1,South Dakota > East Side SD > 01
South Dakota,105708963,Regular Route,East Side SD > Palisades State Park > Palisades State Park Bouldering > The River Boulder aka The Shield,https://www.mountainproject.com/route/106713472/regular-route,2.8,Boulder,V2-,1,NA,-96.52065,43.68722,East Side SD,Palisades State Park,Palisades State Park Bouldering,-0.006450000000000955,-0.003299999999995862,1,South Dakota > East Side SD > 01
South Dakota,105708963,Dig and Ye Shall Find,East Side SD > Palisades State Park > Palisades State Park Bouldering > X-Marks The Boulder > X Marks the Boulder,https://www.mountainproject.com/route/106945999/dig-and-ye-shall-find,3,Boulder,V2+,1,20,-96.5169,43.69111,East Side SD,Palisades State Park,Palisades State Park Bouldering,0.0037499999999965894,0.0038899999999983947,1,South Dakota > East Side SD > 01
Wyoming,105708960,shock collar,Eastern Big Horns > Big Willow Crag and Bouldering > Kennel Boulders,https://www.mountainproject.com/route/109612039/shock-collar,3,Boulder,V2,1,10,-107.5475,44.76059,Eastern Big Horns,Big Willow Crag and Bouldering,Kennel Boulders,0,0,0,Wyoming > Eastern Big Horns > 00
Wyoming,105708960,Cake and Ice Cream,Eastern Big Horns > Crazy Woman Crags > Crazy Woman Cliff,https://www.mountainproject.com/route/114614144/cake-and-ice-cream,2.6,Sport,5.9,1,60,-106.87118,44.17185,Eastern Big Horns,Crazy Woman Crags,Crazy Woman Cliff,0.676320000000004,-0.5887400000000014,1,Wyoming > Eastern Big Horns > 01
Wyoming,105708960,Southern Gentleman,Eastern Big Horns > Crazy Woman Crags > Crazy Woman Cliff,https://www.mountainproject.com/route/124353877/southern-gentleman,2.2,Sport,5.9,1,50,-106.87118,44.17185,Eastern Big Horns,Crazy Woman Crags,Crazy Woman Cliff,0,0,1,Wyoming > Eastern Big Horns > 01
Wyoming,105708960,Layers of the Onion,Eastern Big Horns > Highway 14a Boulders > Descent Boulders (aka Bluebell Boulders) > Back Bluebell Boulders,https://www.mountainproject.com/route/119080514/layers-of-the-onion,3,Boulder,V2-3,1,12,-107.85262,44.88436,Eastern Big Horns,Highway 14a Boulders,Descent Boulders (aka Bluebell Boulders),-0.9814400000000063,0.7125100000000018,2,Wyoming > Eastern Big Horns > 02
Wyoming,105708960,Toe Thumb,Eastern Big Horns > Highway 14a Boulders > NFSR 121 (a.k.a. Phone Booth Boulders),https://www.mountainproject.com/route/111277933/toe-thumb,2,Boulder,V2,1,NA,-107.79494,44.76903,Eastern Big Horns,Highway 14a Boulders,NFSR 121 (a.k.a. Phone Booth Boulders),0.05768000000000484,-0.11533000000000015,2,Wyoming > Eastern Big Horns > 02
Wyoming,105708960,Shark Fin Traverse,Eastern Big Horns > Highway 14a Boulders > NFSR 121 (a.k.a. Phone Booth Boulders),https://www.mountainproject.com/route/111412382/shark-fin-traverse,3,Boulder,V2+,1,NA,-107.79494,44.76903,Eastern Big Horns,Highway 14a Boulders,NFSR 121 (a.k.a. Phone Booth Boulders),0,0,2,Wyoming > Eastern Big Horns > 02
Wyoming,105708960,Charitable Contribution,Eastern Big Horns > Highway 16 granite > The Enormodome > East Face,https://www.mountainproject.com/route/122800470/charitable-contribution,3,"Sport, Alpine",5.9+,1,50,-106.9895,44.31551,Eastern Big Horns,Highway 16 granite,The Enormodome,0.8054399999999902,-0.4535199999999975,3,Wyoming > Eastern Big Horns > 03
Wyoming,105708960,Electrolyte Plight,Eastern Big Horns > Highway 16 granite > The Enormodome > West Face,https://www.mountainproject.com/route/122800381/electrolyte-plight,2,"Sport, Alpine",5.9+,1,35,-106.98953,44.31553,Eastern Big Horns,Highway 16 granite,The Enormodome,-2.9999999995311555e-5,1.9999999999242846e-5,3,Wyoming > Eastern Big Horns > 03
Wyoming,105708960,My Empire of Dirt,Eastern Big Horns > Piney Creek Canyon > Second Wind Wall,https://www.mountainproject.com/route/106735980/my-empire-of-dirt,2.7,Sport,5.9+,1,70,-106.93717,44.5576,Eastern Big Horns,Piney Creek Canyon,Second Wind Wall,0.05236000000000729,0.24206999999999823,4,Wyoming > Eastern Big Horns > 04
Wyoming,105708960,Refrigerator Chimney,Eastern Big Horns > Piney Creek Canyon > Second Wind Wall,https://www.mountainproject.com/route/106273397/refrigerator-chimney,2.5,Sport,5.9+,1,120,-106.93717,44.5576,Eastern Big Horns,Piney Creek Canyon,Second Wind Wall,0,0,4,Wyoming > Eastern Big Horns > 04
Wyoming,105708960,Deer Thirty,Eastern Big Horns > Piney Creek Canyon > Second Wind Wall,https://www.mountainproject.com/route/106473908/deer-thirty,2.8,"Trad, Sport",5.9,1,50,-106.93717,44.5576,Eastern Big Horns,Piney Creek Canyon,Second Wind Wall,0,0,4,Wyoming > Eastern Big Horns > 04
Wyoming,105708960,Rough Drafts,Eastern Big Horns > Piney Creek Canyon > Second Wind Wall,https://www.mountainproject.com/route/106752489/rough-drafts,2.3,Sport,5.9,1,90,-106.93717,44.5576,Eastern Big Horns,Piney Creek Canyon,Second Wind Wall,0,0,4,Wyoming > Eastern Big Horns > 04
Wyoming,105708960,Shorty,Eastern Big Horns > Piney Creek Canyon > Second Wind Wall,https://www.mountainproject.com/route/106738565/shorty,2,Sport,5.9,1,25,-106.93717,44.5576,Eastern Big Horns,Piney Creek Canyon,Second Wind Wall,0,0,4,Wyoming > Eastern Big Horns > 04
Wyoming,105708960,Pug Addicts,Eastern Big Horns > Piney Creek Canyon > Trailside Wall,https://www.mountainproject.com/route/108301605/pug-addicts,2.7,Sport,5.9,1,35,-106.93605,44.55747,Eastern Big Horns,Piney Creek Canyon,Trailside Wall,0.001120000000000232,-1.299999999986312e-4,4,Wyoming > Eastern Big Horns > 04
Wyoming,105708960,The Munge-kin,Eastern Big Horns > Piney Creek Canyon > Trailside Wall,https://www.mountainproject.com/route/106078459/the-munge-kin,2.3,Sport,5.9,1,40,-106.93605,44.55747,Eastern Big Horns,Piney Creek Canyon,Trailside Wall,0,0,4,Wyoming > Eastern Big Horns > 04
Wyoming,105708960,Landscape Architecture,Eastern Big Horns > Piney Creek Canyon > Trailside Wall,https://www.mountainproject.com/route/106078463/landscape-architecture,2.3,Sport,5.9,1,45,-106.93605,44.55747,Eastern Big Horns,Piney Creek Canyon,Trailside Wall,0,0,4,Wyoming > Eastern Big Horns > 04
Wyoming,105708960,Over the Line,Eastern Big Horns > Sobchak Security Wall,https://www.mountainproject.com/route/115143605/over-the-line,3,"Sport, Alpine",5.9+,1,60,-107.52485,44.78635,Eastern Big Horns,Sobchak Security Wall,-,-0.5888000000000062,0.22887999999999664,5,Wyoming > Eastern Big Horns > 05
Wyoming,105708960,Too Cool for Lycra,Eastern Big Horns > Steamboat Point > Moderate Wall,https://www.mountainproject.com/route/106074886/too-cool-for-lycra,2.8,Sport,5.9,2,120,-107.36071,44.80861,Eastern Big Horns,Steamboat Point,Moderate Wall,0.16414000000000328,0.022260000000002833,5,Wyoming > Eastern Big Horns > 05
Wyoming,105708960,"Like Father, Like Son",Eastern Big Horns > Steamboat Point > Moderate Wall,https://www.mountainproject.com/route/106074927/like-father-like-son,2.7,Sport,5.9,2,120,-107.36071,44.80861,Eastern Big Horns,Steamboat Point,Moderate Wall,0,0,5,Wyoming > Eastern Big Horns > 05
Wyoming,105708960,Liability Roof,Eastern Big Horns > Tie Hack Cliff,https://www.mountainproject.com/route/114611916/liability-roof,4,Boulder,V2 PG13,1,19,-106.92117,44.28497,Eastern Big Horns,Tie Hack Cliff,-,0.4395399999999938,-0.5236400000000003,6,Wyoming > Eastern Big Horns > 06
Wyoming,105708960,Cheap and Steep,Eastern Big Horns > Tongue River Canyon > Happy Trails,https://www.mountainproject.com/route/106999558/cheap-and-steep,2,Boulder,V1-2,1,10,-107.3927,44.85675,Eastern Big Horns,Tongue River Canyon,Happy Trails,-0.47153000000000134,0.5717799999999968,7,Wyoming > Eastern Big Horns > 07
Wyoming,105708960,Gopher Baroque,Eastern Big Horns > Tongue River Canyon > Happy Trails,https://www.mountainproject.com/route/106363478/gopher-baroque,3,Sport,5.9,1,80,-107.3927,44.85675,Eastern Big Horns,Tongue River Canyon,Happy Trails,0,0,7,Wyoming > Eastern Big Horns > 07
Wyoming,105708960,Shadows of the Past,Eastern Big Horns > Tongue River Canyon > Shadow Wall,https://www.mountainproject.com/route/107141525/shadows-of-the-past,3,Sport,5.9+,1,70,-107.3927,44.85675,Eastern Big Horns,Tongue River Canyon,Shadow Wall,0,0,7,Wyoming > Eastern Big Horns > 07
Wyoming,105708960,Pair of Loaded Guns,Eastern Big Horns > Tongue River Canyon > Snag Wall,https://www.mountainproject.com/route/109136423/pair-of-loaded-guns,2.8,Sport,5.9+,1,70,-107.33604,44.84712,Eastern Big Horns,Tongue River Canyon,Snag Wall,0.056660000000007926,-0.00963000000000136,7,Wyoming > Eastern Big Horns > 07
Wyoming,105708960,Gopher Baroque,Eastern Big Horns > Tongue River Canyon > Snag Wall,https://www.mountainproject.com/route/113644109/gopher-baroque,2.6,Sport,5.9,1,70,-107.33604,44.84712,Eastern Big Horns,Tongue River Canyon,Snag Wall,0,0,7,Wyoming > Eastern Big Horns > 07
Wyoming,105708960,Access Route,Eastern Big Horns > Tongue River Canyon > The Prow Amphitheater,https://www.mountainproject.com/route/109598833/access-route,2,Sport,5.9+,1,65,-107.34111,44.84668,Eastern Big Horns,Tongue River Canyon,The Prow Amphitheater,-0.005070000000003461,-4.3999999999755346e-4,7,Wyoming > Eastern Big Horns > 07
Wyoming,105708960,Sole Searching,Eastern Big Horns > Tongue River Canyon > Waterstreak Wall,https://www.mountainproject.com/route/111748435/sole-searching,3,Sport,5.9,1,110,-107.33654,44.84735,Eastern Big Horns,Tongue River Canyon,Waterstreak Wall,0.004570000000001073,6.699999999995043e-4,7,Wyoming > Eastern Big Horns > 07
Wyoming,105708960,Sole Doubt,Eastern Big Horns > Tongue River Canyon > Waterstreak Wall,https://www.mountainproject.com/route/111748463/sole-doubt,3,Sport,5.9+,1,110,-107.33654,44.84735,Eastern Big Horns,Tongue River Canyon,Waterstreak Wall,0,0,7,Wyoming > Eastern Big Horns > 07
Connecticut,105806977,Rusty Oldtimer,Eastern Coastal Slope > 9 Wall (Feather Ledges),https://www.mountainproject.com/route/107397036/rusty-oldtimer,2.7,Sport,5.9+,1,50,-72.59182,41.35479,Eastern Coastal Slope,9 Wall (Feather Ledges),-,0,0,0,Connecticut > Eastern Coastal Slope > 00
Connecticut,105806977,Just Say Yes,Eastern Coastal Slope > 9 Wall (Feather Ledges),https://www.mountainproject.com/route/107397049/just-say-yes,2.7,Sport,5.9+,1,50,-72.59182,41.35479,Eastern Coastal Slope,9 Wall (Feather Ledges),-,0,0,0,Connecticut > Eastern Coastal Slope > 00
Connecticut,105806977,One step forward,Eastern Coastal Slope > 9 Wall (Feather Ledges),https://www.mountainproject.com/route/107396838/one-step-forward,2.3,"Trad, Sport",5.9+,1,30,-72.59182,41.35479,Eastern Coastal Slope,9 Wall (Feather Ledges),-,0,0,0,Connecticut > Eastern Coastal Slope > 00
Connecticut,105806977,Pipe Dreams,Eastern Coastal Slope > 9 Wall (Feather Ledges),https://www.mountainproject.com/route/107396960/pipe-dreams,2.1,"Trad, Sport",5.9,1,35,-72.59182,41.35479,Eastern Coastal Slope,9 Wall (Feather Ledges),-,0,0,0,Connecticut > Eastern Coastal Slope > 00
Connecticut,105806977,La Mesa,Eastern Highlands > Ross Rocks > 5. Table Rock,https://www.mountainproject.com/route/124739159/la-mesa,2.7,Sport,5.9,1,65,-71.86603,41.7785,Eastern Highlands,Ross Rocks,5. Table Rock,0,0,0,Connecticut > Eastern Highlands > 00
Nevada,105708961,Angel Eyes,Eastern Nevada > Angel Lake > Water's Edge Crag,https://www.mountainproject.com/route/127088593/angel-eyes,2,Sport,5.9+,1,60,-115.08795,41.02534,Eastern Nevada,Angel Lake,Water's Edge Crag,0,0,0,Nevada > Eastern Nevada > 00
Nevada,105708961,El Cinco Norte,Eastern Nevada > Cowboy,https://www.mountainproject.com/route/118130477/el-cinco-norte,2,"Sport, TR",5.9-,1,90,-115.82222,40.9005,Eastern Nevada,Cowboy,-,-0.7342699999999951,-0.12483999999999895,1,Nevada > Eastern Nevada > 01
